epoch,lr-Adam,step,train_loss,train_mse
,0.003,0,,
0,,49,0.4690374433994293,0.4690374433994293
0,,99,0.3709304928779602,0.3709304928779602
0,,149,0.30880576372146606,0.30880576372146606
0,,199,0.29559487104415894,0.29559487104415894
0,,249,0.30962175130844116,0.30962175130844116
0,,299,0.41472941637039185,0.41472941637039185
0,,349,0.43173283338546753,0.43173283338546753
0,,399,0.34115174412727356,0.34115174412727356
0,,449,0.37768563628196716,0.37768563628196716
0,,499,0.265996515750885,0.265996515750885
0,,549,0.3831998407840729,0.3831998407840729
0,,599,0.28344228863716125,0.28344228863716125
0,,649,0.3378518521785736,0.3378518521785736
0,,699,0.3349822461605072,0.3349822461605072
0,,749,0.33339017629623413,0.33339017629623413
0,,799,0.26038333773612976,0.26038333773612976
0,,849,0.3181059956550598,0.3181059956550598
0,,899,0.27740639448165894,0.27740639448165894
0,,949,0.2745768129825592,0.2745768129825592
0,,999,0.32925692200660706,0.32925692200660706
0,,1049,0.3074493408203125,0.3074493408203125
0,,1099,0.2630241811275482,0.2630241811275482
0,,1149,0.280869722366333,0.280869722366333
0,,1199,0.27810776233673096,0.27810776233673096
0,,1249,0.3269861340522766,0.3269861340522766
0,,1299,0.38568246364593506,0.38568246364593506
0,,1349,0.3545882999897003,0.3545882999897003
0,,1399,0.3288213610649109,0.3288213610649109
0,,1449,0.24152791500091553,0.24152791500091553
0,,1499,0.293025940656662,0.293025940656662
0,,1549,0.30134326219558716,0.30134326219558716
