epoch,lr-Adam,step,train_domain_loss,train_loss,train_task_loss,val_domain_acc,val_loss
,0.0005,0,,,,,
0,,49,0.16638100147247314,0.22864513099193573,0.21200703084468842,,
0,,99,0.14241982996463776,0.1981767863035202,0.18393480777740479,,
0,,149,0.14345398545265198,0.21170595288276672,0.197360560297966,,
0,,199,0.14049473404884338,0.21922148764133453,0.20517201721668243,,
0,,249,0.14006900787353516,0.2167712152004242,0.20276431739330292,,
0,,263,,,,0.965599000453949,0.14923861622810364
,0.0005,264,,,,,
1,,299,0.1170404851436615,0.21257257461547852,0.20086853206157684,,
1,,349,0.09744212031364441,0.20822855830192566,0.19848434627056122,,
1,,399,0.08572742342948914,0.19186052680015564,0.18328778445720673,,
1,,449,0.09958092868328094,0.20168326795101166,0.19172517955303192,,
1,,499,0.08838565647602081,0.19266153872013092,0.18382297456264496,,
1,,527,,,,0.9858185052871704,0.15136124193668365
,0.0005,528,,,,,
2,,549,0.10264958441257477,0.21454334259033203,0.2042783796787262,,
2,,599,0.18159258365631104,0.2410149723291397,0.22285571694374084,,
2,,649,0.1647178679704666,0.24216747283935547,0.2256956845521927,,
2,,699,0.1326306164264679,0.23709562420845032,0.22383256256580353,,
2,,749,0.14703407883644104,0.21154934167861938,0.19684593379497528,,
2,,791,,,,0.959838330745697,0.1521843671798706
,0.0005,792,,,,,
3,,799,0.14877817034721375,0.20441605150699615,0.18953824043273926,,
3,,849,0.12068404257297516,0.20288066565990448,0.19081225991249084,,
3,,899,0.09971815347671509,0.2229020595550537,0.21293024718761444,,
3,,949,0.11136423051357269,0.23020125925540924,0.2190648317337036,,
3,,999,0.12181293219327927,0.19397270679473877,0.18179140985012054,,
3,,1049,0.17311958968639374,0.2253027707338333,0.20799081027507782,,
3,,1055,,,,0.9602593779563904,0.15069885551929474
