epoch,lr-Adam,step,train_domain_loss,train_loss,train_task_loss,val_domain_acc,val_loss
,5.9999999999999995e-05,0,,,,,
0,,49,0.43841612339019775,0.44522687792778015,0.22601881623268127,,
0,,99,0.3770153522491455,0.4195646047592163,0.23105691373348236,,
0,,149,0.34456273913383484,0.4246826171875,0.2524012625217438,,
0,,199,0.34427759051322937,0.3959531784057617,0.22381436824798584,,
0,,249,0.3570592999458313,0.4224560856819153,0.24392643570899963,,
0,,263,,,,0.9115514755249023,0.1505759209394455
,5.9999999999999995e-05,264,,,,,
1,,299,0.40967491269111633,0.42126184701919556,0.2164243757724762,,
1,,349,0.4554186165332794,0.4781641960144043,0.2504549026489258,,
1,,399,0.5144503116607666,0.48589301109313965,0.22866784036159515,,
1,,449,0.532560408115387,0.5118193030357361,0.2455390989780426,,
1,,499,0.5419515371322632,0.5351173877716064,0.26414164900779724,,
1,,527,,,,0.7582710385322571,0.15342344343662262
,5.9999999999999995e-05,528,,,,,
2,,549,0.4867124855518341,0.4874348044395447,0.24407854676246643,,
2,,599,0.4817579984664917,0.5040407180786133,0.2631617486476898,,
2,,649,0.48985883593559265,0.5052972435951233,0.26036784052848816,,
2,,699,0.4844319224357605,0.5060955286026001,0.26387959718704224,,
2,,749,0.45572522282600403,0.48916542530059814,0.2613028287887573,,
2,,791,,,,0.8247991800308228,0.15484876930713654
,5.9999999999999995e-05,792,,,,,
3,,799,0.4313669800758362,0.4798828363418579,0.2641993463039398,,
3,,849,0.4314040541648865,0.4583655297756195,0.24266350269317627,,
3,,899,0.4357450008392334,0.48143208026885986,0.26355957984924316,,
3,,949,0.4190816879272461,0.44353944063186646,0.23399858176708221,,
3,,999,0.42811787128448486,0.4737251102924347,0.25966617465019226,,
3,,1049,0.44135963916778564,0.4691154658794403,0.24843564629554749,,
3,,1055,,,,0.7882328033447266,0.1521332710981369
