,horizon,prediction,observed,basin_id
0,1,3.1993818,2.7799997,CA_15013
1,2,3.249465,2.7799997,CA_15013
2,3,3.328899,3.0799997,CA_15013
3,4,3.4406214,2.7799997,CA_15013
4,5,3.5395195,3.0799997,CA_15013
5,6,3.6221495,3.63,CA_15013
6,7,3.7350547,3.63,CA_15013
7,8,3.8337288,3.2699997,CA_15013
8,9,3.9205375,2.9299996,CA_15013
9,10,4.0156965,3.63,CA_15013
10,1,3.308887,2.7799997,CA_15013
11,2,3.3493624,3.0799997,CA_15013
12,3,3.4081666,2.7799997,CA_15013
13,4,3.5298967,3.0799997,CA_15013
14,5,3.6262622,3.63,CA_15013
15,6,3.6876423,3.63,CA_15013
16,7,3.7933178,3.2699997,CA_15013
17,8,3.8871078,2.9299996,CA_15013
18,9,3.9367747,3.63,CA_15013
19,10,3.9937782,4.1999993,CA_15013
20,1,3.605371,3.0799997,CA_15013
21,2,3.620897,2.7799997,CA_15013
22,3,3.6712108,3.0799997,CA_15013
23,4,3.7578635,3.63,CA_15013
24,5,3.8174357,3.63,CA_15013
25,6,3.8578467,3.2699997,CA_15013
26,7,3.9500234,2.9299996,CA_15013
27,8,4.0346746,3.63,CA_15013
28,9,4.0676146,4.1999993,CA_15013
29,10,4.1229596,3.8299997,CA_15013
30,1,3.7611463,2.7799997,CA_15013
31,2,3.7862284,3.0799997,CA_15013
32,3,3.8275595,3.63,CA_15013
33,4,3.911711,3.63,CA_15013
34,5,3.9825907,3.2699997,CA_15013
35,6,4.022971,2.9299996,CA_15013
36,7,4.0842834,3.63,CA_15013
37,8,4.1625757,4.1999993,CA_15013
38,9,4.1900907,3.8299997,CA_15013
39,10,4.223201,4.43,CA_15013
40,1,3.512853,3.0799997,CA_15013
41,2,3.5298455,3.63,CA_15013
42,3,3.5997198,3.63,CA_15013
43,4,3.6622102,3.2699997,CA_15013
44,5,3.7216911,2.9299996,CA_15013
45,6,3.778265,3.63,CA_15013
46,7,3.8560038,4.1999993,CA_15013
47,8,3.9186826,3.8299997,CA_15013
48,9,3.940205,4.43,CA_15013
49,10,4.001436,3.4699998,CA_15013
50,1,3.4878576,3.63,CA_15013
51,2,3.576345,3.63,CA_15013
52,3,3.6584125,3.2699997,CA_15013
53,4,3.7796943,2.9299996,CA_15013
54,5,3.8801153,3.63,CA_15013
55,6,3.9059992,4.1999993,CA_15013
56,7,3.9944932,3.8299997,CA_15013
57,8,4.101819,4.43,CA_15013
58,9,4.1414914,3.4699998,CA_15013
59,10,4.171721,3.4699998,CA_15013
60,1,4.2232523,3.63,CA_15013
61,2,4.2817893,3.2699997,CA_15013
62,3,4.3247833,2.9299996,CA_15013
63,4,4.3972282,3.63,CA_15013
64,5,4.465141,4.1999993,CA_15013
65,6,4.449442,3.8299997,CA_15013
66,7,4.5086684,4.43,CA_15013
67,8,4.5907717,3.4699998,CA_15013
68,9,4.6106787,3.4699998,CA_15013
69,10,4.623148,3.4699998,CA_15013
70,1,3.7284167,3.2699997,CA_15013
71,2,3.8338509,2.9299996,CA_15013
72,3,3.9325676,3.63,CA_15013
73,4,4.046114,4.1999993,CA_15013
74,5,4.1428676,3.8299997,CA_15013
75,6,4.1695175,4.43,CA_15013
76,7,4.264138,3.4699998,CA_15013
77,8,4.3816624,3.4699998,CA_15013
78,9,4.405825,3.4699998,CA_15013
79,10,4.4128275,3.9999995,CA_15013
80,1,3.7301736,2.9299996,CA_15013
81,2,3.8109255,3.63,CA_15013
82,3,3.9249969,4.1999993,CA_15013
83,4,4.0297785,3.8299997,CA_15013
84,5,4.135414,4.43,CA_15013
85,6,4.2302313,3.4699998,CA_15013
86,7,4.344611,3.4699998,CA_15013
87,8,4.4592338,3.4699998,CA_15013
88,9,4.508893,3.9999995,CA_15013
89,10,4.564529,4.43,CA_15013
90,1,3.3174202,3.63,CA_15013
91,2,3.3922498,4.1999993,CA_15013
92,3,3.466907,3.8299997,CA_15013
93,4,3.5402205,4.43,CA_15013
94,5,3.6297457,3.4699998,CA_15013
95,6,3.711187,3.4699998,CA_15013
96,7,3.800217,3.4699998,CA_15013
97,8,3.90188,3.9999995,CA_15013
98,9,3.9443064,4.43,CA_15013
99,10,3.9603784,4.6299996,CA_15013
100,1,4.021713,4.1999993,CA_15013
101,2,4.046525,3.8299997,CA_15013
102,3,4.101465,4.43,CA_15013
103,4,4.173505,3.4699998,CA_15013
104,5,4.259061,3.4699998,CA_15013
105,6,4.3481956,3.4699998,CA_15013
106,7,4.44212,3.9999995,CA_15013
107,8,4.5584545,4.43,CA_15013
108,9,4.620861,4.6299996,CA_15013
109,10,4.664564,4.6299996,CA_15013
110,1,3.4011643,3.8299997,CA_15013
111,2,3.4762254,4.43,CA_15013
112,3,3.5703793,3.4699998,CA_15013
113,4,3.6613016,3.4699998,CA_15013
114,5,3.7705553,3.4699998,CA_15013
115,6,3.8752332,3.9999995,CA_15013
116,7,3.970453,4.43,CA_15013
117,8,4.0837893,4.6299996,CA_15013
118,9,4.151675,4.6299996,CA_15013
119,10,4.1864266,4.43,CA_15013
120,1,3.2408772,4.43,CA_15013
121,2,3.2846956,3.4699998,CA_15013
122,3,3.3563042,3.4699998,CA_15013
123,4,3.4389198,3.4699998,CA_15013
124,5,3.5454931,3.9999995,CA_15013
125,6,3.6519752,4.43,CA_15013
126,7,3.7374253,4.6299996,CA_15013
127,8,3.853496,4.6299996,CA_15013
128,9,3.92177,4.43,CA_15013
129,10,3.9608793,4.43,CA_15013
130,1,3.5416577,3.4699998,CA_15013
131,2,3.5990152,3.4699998,CA_15013
132,3,3.7086232,3.4699998,CA_15013
133,4,3.794502,3.9999995,CA_15013
134,5,3.894329,4.43,CA_15013
135,6,4.0312257,4.6299996,CA_15013
136,7,4.1472793,4.6299996,CA_15013
137,8,4.2864223,4.43,CA_15013
138,9,4.3463345,4.43,CA_15013
139,10,4.3985868,4.43,CA_15013
140,1,4.153575,3.4699998,CA_15013
141,2,4.212279,3.4699998,CA_15013
142,3,4.349416,3.9999995,CA_15013
143,4,4.4366803,4.43,CA_15013
144,5,4.5424013,4.6299996,CA_15013
145,6,4.712368,4.6299996,CA_15013
146,7,4.823884,4.43,CA_15013
147,8,4.9446936,4.43,CA_15013
148,9,4.9739265,4.43,CA_15013
149,10,5.0302677,3.63,CA_15013
150,1,4.6289096,3.4699998,CA_15013
151,2,4.7483234,3.9999995,CA_15013
152,3,4.8722324,4.43,CA_15013
153,4,4.921964,4.6299996,CA_15013
154,5,4.995982,4.6299996,CA_15013
155,6,5.1046143,4.43,CA_15013
156,7,5.170089,4.43,CA_15013
157,8,5.2551975,4.43,CA_15013
158,9,5.3290076,3.63,CA_15013
159,10,5.3817244,3.8299997,CA_15013
160,1,4.6203775,3.9999995,CA_15013
161,2,4.7452173,4.43,CA_15013
162,3,4.8992057,4.6299996,CA_15013
163,4,5.0001574,4.6299996,CA_15013
164,5,5.1086273,4.43,CA_15013
165,6,5.263014,4.43,CA_15013
166,7,5.3636093,4.43,CA_15013
167,8,5.460037,3.63,CA_15013
168,9,5.4903836,3.8299997,CA_15013
169,10,5.530994,3.63,CA_15013
170,1,4.8316283,4.43,CA_15013
171,2,4.949324,4.6299996,CA_15013
172,3,5.0753355,4.6299996,CA_15013
173,4,5.1756644,4.43,CA_15013
174,5,5.287015,4.43,CA_15013
175,6,5.4187245,4.43,CA_15013
176,7,5.504673,3.63,CA_15013
177,8,5.5665865,3.8299997,CA_15013
178,9,5.599615,3.63,CA_15013
179,10,5.6272287,3.63,CA_15013
180,1,5.2711515,4.6299996,CA_15013
181,2,5.3363686,4.6299996,CA_15013
182,3,5.405116,4.43,CA_15013
183,4,5.425067,4.43,CA_15013
184,5,5.486377,4.43,CA_15013
185,6,5.5635157,3.63,CA_15013
186,7,5.5782614,3.8299997,CA_15013
187,8,5.5994644,3.63,CA_15013
188,9,5.580873,3.63,CA_15013
189,10,5.5612593,3.4699998,CA_15013
190,1,5.174818,4.6299996,CA_15013
191,2,5.2311764,4.43,CA_15013
192,3,5.321113,4.43,CA_15013
193,4,5.3507195,4.43,CA_15013
194,5,5.3969555,3.63,CA_15013
195,6,5.4666677,3.8299997,CA_15013
196,7,5.498223,3.63,CA_15013
197,8,5.540242,3.63,CA_15013
198,9,5.4909515,3.4699998,CA_15013
199,10,5.4735727,3.63,CA_15013
200,1,5.2028103,4.43,CA_15013
201,2,5.231759,4.43,CA_15013
202,3,5.257968,4.43,CA_15013
203,4,5.24472,3.63,CA_15013
204,5,5.282934,3.8299997,CA_15013
