epoch,lr-Adam,step,train_domain_loss,train_loss,train_task_loss,val_domain_acc,val_loss
,5.9999999999999995e-05,0,,,,,
0,,49,0.4524765610694885,0.3278682231903076,0.19212526082992554,,
0,,99,0.3451537787914276,0.2739655375480652,0.17041940987110138,,
0,,149,0.2972657382488251,0.29754793643951416,0.2083682268857956,,
0,,199,0.27559641003608704,0.2593168616294861,0.1766379326581955,,
0,,249,0.2792049050331116,0.29371780157089233,0.2099563181400299,,
0,,258,,,,0.9431101083755493,0.23757679760456085
,5.9999999999999995e-05,259,,,,,
1,,299,0.32052797079086304,0.29112330079078674,0.1949649155139923,,
1,,349,0.39131608605384827,0.34110188484191895,0.22370706498622894,,
1,,399,0.5288088917732239,0.3905757963657379,0.2319331169128418,,
1,,449,0.5086496472358704,0.3706021010875702,0.21800720691680908,,
1,,499,0.5019692182540894,0.38175541162490845,0.23116464912891388,,
1,,517,,,,0.7035223841667175,0.24191299080848694
,5.9999999999999995e-05,518,,,,,
2,,549,0.5351271033287048,0.35952669382095337,0.19898854196071625,,
2,,599,0.4110291600227356,0.33603331446647644,0.21272455155849457,,
2,,649,0.3685641288757324,0.3345508575439453,0.22398161888122559,,
2,,699,0.4261417090892792,0.3215878903865814,0.19374537467956543,,
2,,749,0.510758638381958,0.3749523162841797,0.221724733710289,,
2,,776,,,,0.7546755075454712,0.24068738520145416
,5.9999999999999995e-05,777,,,,,
3,,799,0.4285598397254944,0.3413078784942627,0.21273989975452423,,
3,,849,0.37778812646865845,0.31516748666763306,0.20183105766773224,,
3,,899,0.35516244173049927,0.30757421255111694,0.20102548599243164,,
3,,949,0.3530903458595276,0.3088676333427429,0.20294053852558136,,
3,,999,0.35145848989486694,0.3166031241416931,0.21116557717323303,,
3,,1035,,,,0.8466936945915222,0.23781560361385345
