epoch,lr-Adam,step,train_domain_loss,train_loss,train_task_loss,val_domain_acc,val_loss
,0.0005,0,,,,,
0,,49,0.20908600091934204,0.21936427056789398,0.19845567643642426,,
0,,99,0.18235644698143005,0.22287899255752563,0.2046433538198471,,
0,,149,0.15868908166885376,0.2329844981431961,0.2171155959367752,,
0,,199,0.1245843917131424,0.2136140614748001,0.2011556178331375,,
0,,249,0.11338554322719574,0.22261309623718262,0.21127453446388245,,
0,,263,,,,0.9789692759513855,0.15030987560749054
,0.0005,264,,,,,
1,,299,0.10593708604574203,0.19590742886066437,0.18531371653079987,,
1,,349,0.09957917034626007,0.22088482975959778,0.21092692017555237,,
1,,399,0.08826889097690582,0.2007654309272766,0.19193853437900543,,
1,,449,0.10097292065620422,0.2010514885187149,0.19095419347286224,,
1,,499,0.40737441182136536,0.29054903984069824,0.24981160461902618,,
1,,527,,,,0.8793429732322693,0.16170284152030945
,0.0005,528,,,,,
2,,549,15.607091903686523,1.9008946418762207,0.3401854336261749,,
2,,599,49.253700256347656,5.294174671173096,0.36880460381507874,,
2,,649,49.83427429199219,5.339389324188232,0.3559618592262268,,
2,,699,49.91737365722656,5.314105987548828,0.32236847281455994,,
2,,749,50.0,5.321180820465088,0.32118064165115356,,
2,,791,,,,0.4994795322418213,0.1591549962759018
,0.0005,792,,,,,
3,,799,49.95895767211914,5.279230117797852,0.28333431482315063,,
3,,849,49.71202087402344,5.212601184844971,0.24139881134033203,,
3,,899,49.711151123046875,5.212944507598877,0.24182918667793274,,
3,,949,49.75321578979492,5.189272880554199,0.2139512151479721,,
3,,999,49.46369171142578,5.176957130432129,0.23058786988258362,,
3,,1049,49.50705337524414,5.16851806640625,0.21781256794929504,,
3,,1055,,,,0.4994795322418213,0.1521795690059662
